_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcip,_source.data.dstuser,_source.data.srcport,_source.rule.mail,_source.rule.level,_source.rule.hipaa,_source.rule.pci_dss,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.uid,_source.data.euid,_source.data.tty,_source.data.srcuser,_source.data.pwd,_source.data.command,_source.decoder.ftscomment
wazuh-alerts-4.x-2026.02.11,XKgbTJwB92Rb1F_ZTH9c,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34434,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",8,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4233]: Failed password for cyber from 192.168.217.133 port 34434 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.45542,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,YagbTJwB92Rb1F_ZTH9d,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34484,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",61,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4237]: Failed password for cyber from 192.168.217.133 port 34484 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.47947,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,YqgbTJwB92Rb1F_ZTH9d,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34530,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",62,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4243]: Failed password for cyber from 192.168.217.133 port 34530 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.48428,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,Y6gbTJwB92Rb1F_ZTH9d,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34514,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",63,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4241]: Failed password for cyber from 192.168.217.133 port 34514 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.48909,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,ZKgbTJwB92Rb1F_ZTH9d,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34520,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",9,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4242]: Failed password for cyber from 192.168.217.133 port 34520 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.49390,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,Z6gbTJwB92Rb1F_ZUH9S,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34558,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",66,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4248]: Failed password for cyber from 192.168.217.133 port 34558 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.50833,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,aagbTJwB92Rb1F_ZUH9S,1,1,wazuh-manager,sshd,Feb 11 09:49:41,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,34570,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",68,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:41 wazuh-manager sshd[4250]: Failed password for cyber from 192.168.217.133 port 34570 ssh2,log,"Feb 11, 2026 @ 12:49:42.198",journald,1770803382.51795,"Feb 11, 2026 @ 12:49:42.198", , , , , , , 
wazuh-alerts-4.x-2026.02.11,8agbTJwB92Rb1F_Zi382,1,1,wazuh-manager,sshd,Feb 11 09:49:56,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,33532,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",130,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:56 wazuh-manager sshd[4276]: Failed password for cyber from 192.168.217.133 port 33532 ssh2,log,"Feb 11, 2026 @ 12:49:58.248",journald,1770803398.126892,"Feb 11, 2026 @ 12:49:58.248", , , , , , , 
wazuh-alerts-4.x-2026.02.11,96gbTJwB92Rb1F_Zjn_Z,1,1,wazuh-manager,sshd,Feb 11 09:49:57,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,33590,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",135,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:57 wazuh-manager sshd[4288]: Failed password for cyber from 192.168.217.133 port 33590 ssh2,log,"Feb 11, 2026 @ 12:49:58.258",journald,1770803398.129784,"Feb 11, 2026 @ 12:49:58.258", , , , , , , 
wazuh-alerts-4.x-2026.02.11,'-agbTJwB92Rb1F_Zjn_a,1,1,wazuh-manager,sshd,Feb 11 09:49:57,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,33620,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",137,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:57 wazuh-manager sshd[4290]: Failed password for cyber from 192.168.217.133 port 33620 ssh2,log,"Feb 11, 2026 @ 12:49:58.259",journald,1770803398.130748,"Feb 11, 2026 @ 12:49:58.259", , , , , , , 
wazuh-alerts-4.x-2026.02.11,_qgbTJwB92Rb1F_Zk38X,1,1,wazuh-manager,sshd,Feb 11 09:49:59,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,33532,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",141,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:59 wazuh-manager sshd[4276]: Failed password for cyber from 192.168.217.133 port 33532 ssh2,log,"Feb 11, 2026 @ 12:50:00.280",journald,1770803400.133158,"Feb 11, 2026 @ 12:50:00.280", , , , , , , 
wazuh-alerts-4.x-2026.02.11,_6gbTJwB92Rb1F_Zk38X,1,1,wazuh-manager,sshd,Feb 11 09:49:59,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,33498,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",142,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:59 wazuh-manager sshd[4268]: Failed password for cyber from 192.168.217.133 port 33498 ssh2,log,"Feb 11, 2026 @ 12:50:00.285",journald,1770803400.133640,"Feb 11, 2026 @ 12:50:00.285", , , , , , , 
wazuh-alerts-4.x-2026.02.11,A6gbTJwB92Rb1F_Zk4AX,1,1,wazuh-manager,sshd,Feb 11 09:49:59,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,33558,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",147,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:49:59 wazuh-manager sshd[4282]: Failed password for cyber from 192.168.217.133 port 33558 ssh2,log,"Feb 11, 2026 @ 12:50:00.285",journald,1770803400.135568,"Feb 11, 2026 @ 12:50:00.285", , , , , , , 
wazuh-alerts-4.x-2026.02.11,DKgXTJwB92Rb1F_ZsX9h,1,1,wazuh-manager,sudo,Feb 11 09:45:37,wazuh-manager,000,wazuh-manager, ,root(uid=0), ,false,3,"[""164.312.b""]","[""10.2.5""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]","[""AU.14"",""AC.7""]","[""IV_32.2""]",3,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]",5501,"[""7.8"",""7.9""]",pam,pam,Feb 11 09:45:37 wazuh-manager sudo[3625]: pam_unix(sudo:session): session opened for user root(uid=0) by cyber(uid=1000),log,"Feb 11, 2026 @ 12:45:37.847",journald,1770803137.4255,"Feb 11, 2026 @ 12:45:37.847",1000, , ,cyber, , , 
wazuh-alerts-4.x-2026.02.11,E6gcTJwB92Rb1F_ZvIIH,1,1,wazuh-manager,sshd,Feb 11 09:51:13,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,45020,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",59,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:13 wazuh-manager sshd[4404]: Failed password for cyber from 192.168.217.133 port 45020 ssh2,log,"Feb 11, 2026 @ 12:51:14.535",journald,1770803474.420943,"Feb 11, 2026 @ 12:51:14.535", , , , , , , 
wazuh-alerts-4.x-2026.02.11,FKgcTJwB92Rb1F_ZvIIH,1,1,wazuh-manager,sshd,Feb 11 09:51:13,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,45032,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",417,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:13 wazuh-manager sshd[4406]: Failed password for cyber from 192.168.217.133 port 45032 ssh2,log,"Feb 11, 2026 @ 12:51:14.535",journald,1770803474.421425,"Feb 11, 2026 @ 12:51:14.535", , , , , , , 
wazuh-alerts-4.x-2026.02.11,FagcTJwB92Rb1F_ZvIIH,1,1,wazuh-manager,sshd,Feb 11 09:51:13,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,46250,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",418,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:13 wazuh-manager sshd[4408]: Failed password for cyber from 192.168.217.133 port 46250 ssh2,log,"Feb 11, 2026 @ 12:51:14.535",journald,1770803474.421907,"Feb 11, 2026 @ 12:51:14.535", , , , , , , 
wazuh-alerts-4.x-2026.02.11,GqgcTJwB92Rb1F_ZvIIH,1,1,wazuh-manager,sshd,Feb 11 09:51:14,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,46300,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",423,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:14 wazuh-manager sshd[4417]: Failed password for cyber from 192.168.217.133 port 46300 ssh2,log,"Feb 11, 2026 @ 12:51:14.535",journald,1770803474.424317,"Feb 11, 2026 @ 12:51:14.535", , , , , , , 
wazuh-alerts-4.x-2026.02.11,G6gcTJwB92Rb1F_ZvIIH,1,1,wazuh-manager,sshd,Feb 11 09:51:13,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,44984,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",414,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:13 wazuh-manager sshd[4398]: Failed password for cyber from 192.168.217.133 port 44984 ssh2,log,"Feb 11, 2026 @ 12:51:14.535",journald,1770803474.424799,"Feb 11, 2026 @ 12:51:14.535", , , , , , , 
wazuh-alerts-4.x-2026.02.11,HKgcTJwB92Rb1F_Zv4L3,1,1,wazuh-manager,sshd,Feb 11 09:51:14,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,46316,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",60,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:14 wazuh-manager sshd[4420]: Failed password for cyber from 192.168.217.133 port 46316 ssh2,log,"Feb 11, 2026 @ 12:51:16.538",journald,1770803476.425281,"Feb 11, 2026 @ 12:51:16.538", , , , , , , 
wazuh-alerts-4.x-2026.02.11,HqgcTJwB92Rb1F_Zv4L3,1,1,wazuh-manager,sshd,Feb 11 09:51:15,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,44992,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",425,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:15 wazuh-manager sshd[4400]: Failed password for cyber from 192.168.217.133 port 44992 ssh2,log,"Feb 11, 2026 @ 12:51:16.538",journald,1770803476.426245,"Feb 11, 2026 @ 12:51:16.538", , , , , , , 
wazuh-alerts-4.x-2026.02.11,PagcTJwB92Rb1F_Zy4Lc,1,1,wazuh-manager,sshd,Feb 11 09:51:18,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",76, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:51:18 wazuh-manager sshd[4414]: Disconnecting authenticating user cyber 192.168.217.133 port 46298: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:51:18.546",journald,1770803478.442632,"Feb 11, 2026 @ 12:51:18.546", , , , , , , 
wazuh-alerts-4.x-2026.02.11,QKgcTJwB92Rb1F_Zy4Lc,1,1,wazuh-manager,sshd,Feb 11 09:51:18,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",77, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:51:18 wazuh-manager sshd[4417]: Disconnecting authenticating user cyber 192.168.217.133 port 46300: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:51:18.546",journald,1770803478.445671,"Feb 11, 2026 @ 12:51:18.546", , , , , , , 
wazuh-alerts-4.x-2026.02.11,RagcTJwB92Rb1F_Zy4Lc,1,1,wazuh-manager,sshd,Feb 11 09:51:18,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",77,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:51:18 wazuh-manager sshd[4440]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:51:18.546",journald,1770803478.448322,"Feb 11, 2026 @ 12:51:18.546",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,T6gcTJwB92Rb1F_Zz4K6,1,1,wazuh-manager,sshd,Feb 11 09:51:19,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber, ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",80,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]", ,pam,Feb 11 09:51:19 wazuh-manager sshd[4450]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.217.133  user=cyber,log,"Feb 11, 2026 @ 12:51:20.546",journald,1770803480.454496,"Feb 11, 2026 @ 12:51:20.546",0,0,ssh, , , , 
wazuh-alerts-4.x-2026.02.11,VKgcTJwB92Rb1F_Zz4K6,1,1,wazuh-manager,sshd,Feb 11 09:51:19,wazuh-manager,000,wazuh-manager, , , ,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",81, , , ,2501,"[""7.8""]", ,sshd,Feb 11 09:51:19 wazuh-manager sshd[4400]: Disconnecting authenticating user cyber 192.168.217.133 port 44992: Too many authentication failures [preauth],log,"Feb 11, 2026 @ 12:51:20.546",journald,1770803480.458460,"Feb 11, 2026 @ 12:51:20.546", , , , , , , 
wazuh-alerts-4.x-2026.02.11,Y6gcTJwB92Rb1F_Zz4K6,1,1,wazuh-manager,sshd,Feb 11 09:51:19,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,56740,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",442,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:19 wazuh-manager sshd[4439]: Failed password for cyber from 192.168.217.133 port 56740 ssh2,log,"Feb 11, 2026 @ 12:51:20.549",journald,1770803480.467488,"Feb 11, 2026 @ 12:51:20.549", , , , , , , 
wazuh-alerts-4.x-2026.02.11,ZqgcTJwB92Rb1F_Zz4K6,1,1,wazuh-manager,sshd,Feb 11 09:51:19,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,56748,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",445,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:19 wazuh-manager sshd[4440]: Failed password for cyber from 192.168.217.133 port 56748 ssh2,log,"Feb 11, 2026 @ 12:51:20.549",journald,1770803480.468934,"Feb 11, 2026 @ 12:51:20.549", , , , , , , 
wazuh-alerts-4.x-2026.02.11,Z6gcTJwB92Rb1F_Zz4K6,1,1,wazuh-manager,sshd,Feb 11 09:51:20,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,56778,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",63,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:20 wazuh-manager sshd[4447]: Failed password for cyber from 192.168.217.133 port 56778 ssh2,log,"Feb 11, 2026 @ 12:51:20.549",journald,1770803480.469416,"Feb 11, 2026 @ 12:51:20.549", , , , , , , 
wazuh-alerts-4.x-2026.02.11,b6gcTJwB92Rb1F_Z24JY,1,1,wazuh-manager,sshd,Feb 11 09:51:22,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,56758,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",64,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:22 wazuh-manager sshd[4441]: Failed password for cyber from 192.168.217.133 port 56758 ssh2,log,"Feb 11, 2026 @ 12:51:22.555",journald,1770803482.473272,"Feb 11, 2026 @ 12:51:22.555", , , , , , , 
wazuh-alerts-4.x-2026.02.11,cqgcTJwB92Rb1F_Z24JY,1,1,wazuh-manager,sshd,Feb 11 09:51:21,wazuh-manager,000,wazuh-manager,192.168.217.133,cyber,56798,false,5,"[""164.312.b""]","[""10.2.4"",""10.2.5""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",455,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,sshd,Feb 11 09:51:21 wazuh-manager sshd[4449]: Failed password for cyber from 192.168.217.133 port 56798 ssh2,log,"Feb 11, 2026 @ 12:51:22.555",journald,1770803482.474718,"Feb 11, 2026 @ 12:51:22.555", , , , , , , 
